id,name,city,district,address,mrt,broth_types,specialties,price_min,price_max,price_avg,wait_time,rating,tags,notes,source,status,data_quality
twr_台北_0144,待補充店家 145,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0145,待補充店家 146,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0146,待補充店家 147,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0147,待補充店家 148,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0148,待補充店家 149,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0149,待補充店家 150,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0150,待補充店家 151,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0151,待補充店家 152,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0152,待補充店家 153,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0153,待補充店家 154,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0154,待補充店家 155,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0155,待補充店家 156,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0156,待補充店家 157,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0157,待補充店家 158,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0158,待補充店家 159,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0159,待補充店家 160,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0160,待補充店家 161,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0161,待補充店家 162,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0162,待補充店家 163,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0163,待補充店家 164,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0164,待補充店家 165,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0165,待補充店家 166,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0166,待補充店家 167,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0167,待補充店家 168,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0168,待補充店家 169,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0169,待補充店家 170,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0170,待補充店家 171,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0171,待補充店家 172,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0172,待補充店家 173,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0173,待補充店家 174,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0174,待補充店家 175,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0175,待補充店家 176,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0176,待補充店家 177,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0177,待補充店家 178,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0178,待補充店家 179,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0179,待補充店家 180,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0180,待補充店家 181,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0181,待補充店家 182,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0182,待補充店家 183,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0183,待補充店家 184,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0184,待補充店家 185,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0185,待補充店家 186,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0186,待補充店家 187,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0187,待補充店家 188,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0188,待補充店家 189,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0189,待補充店家 190,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0190,待補充店家 191,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0191,待補充店家 192,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0192,待補充店家 193,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0193,待補充店家 194,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0194,待補充店家 195,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0195,待補充店家 196,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0196,待補充店家 197,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0197,待補充店家 198,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0198,待補充店家 199,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0199,待補充店家 200,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0200,待補充店家 201,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0201,待補充店家 202,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0202,待補充店家 203,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0203,待補充店家 204,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0204,待補充店家 205,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0205,待補充店家 206,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0206,待補充店家 207,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0207,待補充店家 208,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0208,待補充店家 209,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0209,待補充店家 210,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0210,待補充店家 211,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0211,待補充店家 212,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0212,待補充店家 213,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0213,待補充店家 214,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0214,待補充店家 215,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0215,待補充店家 216,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0216,待補充店家 217,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0217,待補充店家 218,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0218,待補充店家 219,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0219,待補充店家 220,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0220,待補充店家 221,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0221,待補充店家 222,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0222,待補充店家 223,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0223,待補充店家 224,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0224,待補充店家 225,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0225,待補充店家 226,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0226,待補充店家 227,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0227,待補充店家 228,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0228,待補充店家 229,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0229,待補充店家 230,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0230,待補充店家 231,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0231,待補充店家 232,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0232,待補充店家 233,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0233,待補充店家 234,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0234,待補充店家 235,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0235,待補充店家 236,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0236,待補充店家 237,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0237,待補充店家 238,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0238,待補充店家 239,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0239,待補充店家 240,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0240,待補充店家 241,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0241,待補充店家 242,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0242,待補充店家 243,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0243,待補充店家 244,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0244,待補充店家 245,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0245,待補充店家 246,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0246,待補充店家 247,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0247,待補充店家 248,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0248,待補充店家 249,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0249,待補充店家 250,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0250,待補充店家 251,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0251,待補充店家 252,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0252,待補充店家 253,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0253,待補充店家 254,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0254,待補充店家 255,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0255,待補充店家 256,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0256,待補充店家 257,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0257,待補充店家 258,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0258,待補充店家 259,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0259,待補充店家 260,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0260,待補充店家 261,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0261,待補充店家 262,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_台北_0262,待補充店家 263,台北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_新北_0263,待補充店家 264,新北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_新北_0264,待補充店家 265,新北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_新北_0265,待補充店家 266,新北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_新北_0266,待補充店家 267,新北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_新北_0267,待補充店家 268,新北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_新北_0268,待補充店家 269,新北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_新北_0269,待補充店家 270,新北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_新北_0270,待補充店家 271,新北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_新北_0271,待補充店家 272,新北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_新北_0272,待補充店家 273,新北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_新北_0273,待補充店家 274,新北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_新北_0274,待補充店家 275,新北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_新北_0275,待補充店家 276,新北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_新北_0276,待補充店家 277,新北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_新北_0277,待補充店家 278,新北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_新北_0278,待補充店家 279,新北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_新北_0279,待補充店家 280,新北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_新北_0280,待補充店家 281,新北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_新北_0281,待補充店家 282,新北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_新北_0282,待補充店家 283,新北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_新北_0283,待補充店家 284,新北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_新北_0284,待補充店家 285,新北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_新北_0285,待補充店家 286,新北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_新北_0286,待補充店家 287,新北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_新北_0287,待補充店家 288,新北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_新北_0288,待補充店家 289,新北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_新北_0289,待補充店家 290,新北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_新北_0290,待補充店家 291,新北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_新北_0291,待補充店家 292,新北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_新北_0292,待補充店家 293,新北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_新北_0293,待補充店家 294,新北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_新北_0294,待補充店家 295,新北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_新北_0295,待補充店家 296,新北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_新北_0296,待補充店家 297,新北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_新北_0297,待補充店家 298,新北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_新北_0298,待補充店家 299,新北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_新北_0299,待補充店家 300,新北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
twr_新北_0300,待補充店家 301,新北市,,,,,,,,0,,0,來自台灣拉麵地圖,,台灣拉麵地圖 989家,,placeholder
